lsl_timestamp,ch_01
170379.82442719434,"{""marker"": ""G1_R2_SPEAKER_P5"", ""lsl_time"": 170379.8244415, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""SPEAKER_P5"", ""active_speaker"": 5, ""player_id"": null, ""value"": null, ""server_time_utc"": ""2026-07-13T00:12:00.097277"", ""server_time_local"": ""2026-07-12T20:12:00.097277-04:00""}"
170379.8303673943,"{""marker"": ""G1_R2_SPEECH_BOUNDARY_BEEP"", ""lsl_time"": 170379.8303817, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""SPEAKER_P5"", ""active_speaker"": 5, ""player_id"": 5, ""value"": ""start=P5"", ""server_time_utc"": ""2026-07-13T00:12:00.103881"", ""server_time_local"": ""2026-07-12T20:12:00.103881-04:00""}"
170379.92337649353,"{""marker"": ""G1_R2_VOTE_PHASE"", ""lsl_time"": 170379.9233908, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""VOTE_PHASE"", ""active_speaker"": null, ""player_id"": null, ""value"": null, ""server_time_utc"": ""2026-07-13T00:12:00.196801"", ""server_time_local"": ""2026-07-12T20:12:00.196801-04:00""}"
170379.92921519352,"{""marker"": ""G1_R2_SPEECH_BOUNDARY_BEEP"", ""lsl_time"": 170379.9292295, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""VOTE_PHASE"", ""active_speaker"": null, ""player_id"": 5, ""value"": ""end=P5;next=VOTE_PHASE"", ""server_time_utc"": ""2026-07-13T00:12:00.202383"", ""server_time_local"": ""2026-07-12T20:12:00.202383-04:00""}"
170387.6592125332,"{""marker"": ""G1_R2_VOTE_SUBMIT_P1"", ""lsl_time"": 170387.6592269, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""VOTE_PHASE"", ""active_speaker"": null, ""player_id"": 1, ""value"": ""target=P1"", ""server_time_utc"": ""2026-07-13T00:12:07.931585"", ""server_time_local"": ""2026-07-12T20:12:07.931585-04:00""}"
170390.5414508107,"{""marker"": ""G1_R2_VOTE_SUBMIT_P2"", ""lsl_time"": 170390.5414652, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""VOTE_PHASE"", ""active_speaker"": null, ""player_id"": 2, ""value"": ""target=P3"", ""server_time_utc"": ""2026-07-13T00:12:10.814238"", ""server_time_local"": ""2026-07-12T20:12:10.814238-04:00""}"
170392.2351817975,"{""marker"": ""G1_R2_VOTE_SUBMIT_P3"", ""lsl_time"": 170392.2351962, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""VOTE_PHASE"", ""active_speaker"": null, ""player_id"": 3, ""value"": ""target=P3"", ""server_time_utc"": ""2026-07-13T00:12:12.507461"", ""server_time_local"": ""2026-07-12T20:12:12.507461-04:00""}"
170394.24021668188,"{""marker"": ""G1_R2_VOTE_SUBMIT_P4"", ""lsl_time"": 170394.2402311, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""VOTE_PHASE"", ""active_speaker"": null, ""player_id"": 4, ""value"": ""target=P4"", ""server_time_utc"": ""2026-07-13T00:12:14.513069"", ""server_time_local"": ""2026-07-12T20:12:14.513069-04:00""}"
170396.1607315669,"{""marker"": ""G1_R2_VOTE_SUBMIT_P5"", ""lsl_time"": 170396.160746, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""VOTE_PHASE"", ""active_speaker"": null, ""player_id"": 5, ""value"": ""target=P4"", ""server_time_utc"": ""2026-07-13T00:12:16.433436"", ""server_time_local"": ""2026-07-12T20:12:16.433436-04:00""}"
170397.96403875283,"{""marker"": ""G1_R2_CONFIDENCE_PHASE"", ""lsl_time"": 170397.9640532, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""CONFIDENCE_PHASE"", ""active_speaker"": null, ""player_id"": null, ""value"": null, ""server_time_utc"": ""2026-07-13T00:12:18.236757"", ""server_time_local"": ""2026-07-12T20:12:18.236757-04:00""}"
170400.27873443475,"{""marker"": ""G1_R2_CONFIDENCE_SUBMIT_P5"", ""lsl_time"": 170400.2787489, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""CONFIDENCE_PHASE"", ""active_speaker"": null, ""player_id"": 5, ""value"": ""1"", ""server_time_utc"": ""2026-07-13T00:12:20.550781"", ""server_time_local"": ""2026-07-12T20:12:20.550781-04:00""}"
170402.29660621902,"{""marker"": ""G1_R2_CONFIDENCE_SUBMIT_P2"", ""lsl_time"": 170402.2966207, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""CONFIDENCE_PHASE"", ""active_speaker"": null, ""player_id"": 2, ""value"": ""3"", ""server_time_utc"": ""2026-07-13T00:12:22.569399"", ""server_time_local"": ""2026-07-12T20:12:22.569399-04:00""}"
170404.26361550367,"{""marker"": ""G1_R2_CONFIDENCE_SUBMIT_P3"", ""lsl_time"": 170404.26363, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""CONFIDENCE_PHASE"", ""active_speaker"": null, ""player_id"": 3, ""value"": ""3"", ""server_time_utc"": ""2026-07-13T00:12:24.536599"", ""server_time_local"": ""2026-07-12T20:12:24.536599-04:00""}"
170406.3143478877,"{""marker"": ""G1_R2_CONFIDENCE_SUBMIT_P4"", ""lsl_time"": 170406.3143624, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""CONFIDENCE_PHASE"", ""active_speaker"": null, ""player_id"": 4, ""value"": ""3"", ""server_time_utc"": ""2026-07-13T00:12:26.587207"", ""server_time_local"": ""2026-07-12T20:12:26.587207-04:00""}"
170411.17576924976,"{""marker"": ""G1_R2_CONFIDENCE_SUBMIT_P1"", ""lsl_time"": 170411.1757838, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""CONFIDENCE_PHASE"", ""active_speaker"": null, ""player_id"": 1, ""value"": ""3"", ""server_time_utc"": ""2026-07-13T00:12:31.448274"", ""server_time_local"": ""2026-07-12T20:12:31.448274-04:00""}"
170412.21087214167,"{""marker"": ""G1_R2_REASONING_PHASE"", ""lsl_time"": 170412.2108867, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""REASONING_PHASE"", ""active_speaker"": null, ""player_id"": null, ""value"": null, ""server_time_utc"": ""2026-07-13T00:12:32.483497"", ""server_time_local"": ""2026-07-12T20:12:32.483497-04:00""}"
170415.55740151557,"{""marker"": ""G1_R2_REASONING_SUBMIT_P1"", ""lsl_time"": 170415.5574161, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""REASONING_PHASE"", ""active_speaker"": null, ""player_id"": 1, ""value"": ""vague_speech"", ""server_time_utc"": ""2026-07-13T00:12:35.829406"", ""server_time_local"": ""2026-07-12T20:12:35.829406-04:00""}"
170418.13650429546,"{""marker"": ""G1_R2_REASONING_SUBMIT_P2"", ""lsl_time"": 170418.1365189, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""REASONING_PHASE"", ""active_speaker"": null, ""player_id"": 2, ""value"": ""too_much_detail"", ""server_time_utc"": ""2026-07-13T00:12:38.409446"", ""server_time_local"": ""2026-07-12T20:12:38.409446-04:00""}"
170420.2721361788,"{""marker"": ""G1_R2_REASONING_SUBMIT_P3"", ""lsl_time"": 170420.2721508, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""REASONING_PHASE"", ""active_speaker"": null, ""player_id"": 3, ""value"": ""contradiction"", ""server_time_utc"": ""2026-07-13T00:12:40.545283"", ""server_time_local"": ""2026-07-12T20:12:40.545283-04:00""}"
170422.50921216136,"{""marker"": ""G1_R2_REASONING_SUBMIT_P4"", ""lsl_time"": 170422.5092268, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""REASONING_PHASE"", ""active_speaker"": null, ""player_id"": 4, ""value"": ""too_much_detail"", ""server_time_utc"": ""2026-07-13T00:12:42.781256"", ""server_time_local"": ""2026-07-12T20:12:42.781256-04:00""}"
170425.20265824033,"{""marker"": ""G1_R2_REASONING_SUBMIT_P5"", ""lsl_time"": 170425.2026729, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""REASONING_PHASE"", ""active_speaker"": null, ""player_id"": 5, ""value"": ""seemed_nervous"", ""server_time_utc"": ""2026-07-13T00:12:45.475158"", ""server_time_local"": ""2026-07-12T20:12:45.475158-04:00""}"
170431.45682189157,"{""marker"": ""G1_R2_ROUND_END"", ""lsl_time"": 170431.4568366, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""ROUND_END"", ""active_speaker"": null, ""player_id"": null, ""value"": null, ""server_time_utc"": ""2026-07-13T00:12:51.730020"", ""server_time_local"": ""2026-07-12T20:12:51.730020-04:00""}"
170441.66262541193,"{""marker"": ""SESSION_END"", ""lsl_time"": 170441.6626402, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""SESSION_END"", ""active_speaker"": null, ""player_id"": null, ""value"": null, ""server_time_utc"": ""2026-07-13T00:13:01.935576"", ""server_time_local"": ""2026-07-12T20:13:01.935576-04:00""}"
170442.19735430778,"{""marker"": ""P001_MEDIA_RECORDING_STOPPED"", ""lsl_time"": 170442.1973691, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""SESSION_END"", ""active_speaker"": null, ""player_id"": 1, ""value"": ""{\""segment\"": 1, \""note\"": \""Recorder stop requested\""}"", ""server_time_utc"": ""2026-07-13T00:13:02.470615"", ""server_time_local"": ""2026-07-12T20:13:02.470615-04:00""}"
170442.2442059074,"{""marker"": ""P001_MEDIA_UPLOAD_COMPLETED"", ""lsl_time"": 170442.2442207, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""SESSION_END"", ""active_speaker"": null, ""player_id"": 1, ""value"": ""{\""session_id\"": \""S001\"", \""participant_id\"": \""P001\"", \""segment\"": 1, \""filename\"": \""P001_S001_audio_only_part01.webm\"", \""media_kind\"": \""audio_only\"", \""mime_type\"": \""audio/webm;codecs=opus\"", \""camera_label\"": \""PC-LM1E (0c45:636d)\"", \""microphone_label\"": \""Microphone Array on SoundWire Device (3- Cirrus Logic XU)\"", \""size_bytes\"": 4665858, \""started_utc\"": \""2026-07-13T00:08:12.970Z\"", \""ended_utc\"": \""2026-07-13T00:13:02.488Z\"", \""received_utc\"": \""2026-07-13T00:13:02.515462\""}"", ""server_time_utc"": ""2026-07-13T00:13:02.517472"", ""server_time_local"": ""2026-07-12T20:13:02.517472-04:00""}"
170442.50773210535,"{""marker"": ""P001_MEDIA_UPLOAD_COMPLETED"", ""lsl_time"": 170442.5077469, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""SESSION_END"", ""active_speaker"": null, ""player_id"": 1, ""value"": ""{\""session_id\"": \""S001\"", \""participant_id\"": \""P001\"", \""segment\"": 1, \""filename\"": \""P001_S001_camera_audio_part01.webm\"", \""media_kind\"": \""camera_audio\"", \""mime_type\"": \""video/webm;codecs=vp8,opus\"", \""camera_label\"": \""PC-LM1E (0c45:636d)\"", \""microphone_label\"": \""Microphone Array on SoundWire Device (3- Cirrus Logic XU)\"", \""size_bytes\"": 89493210, \""started_utc\"": \""2026-07-13T00:08:12.970Z\"", \""ended_utc\"": \""2026-07-13T00:13:02.481Z\"", \""received_utc\"": \""2026-07-13T00:13:02.779257\""}"", ""server_time_utc"": ""2026-07-13T00:13:02.780262"", ""server_time_local"": ""2026-07-12T20:13:02.780262-04:00""}"
170459.15740247548,"{""marker"": ""FORCE_SESSION_END"", ""lsl_time"": 170459.1574174, ""session_id"": ""S001"", ""game_number"": 1, ""round_number"": 2, ""phase"": ""SESSION_END"", ""active_speaker"": null, ""player_id"": null, ""value"": ""moderator decision: media test"", ""server_time_utc"": ""2026-07-13T00:13:19.430346"", ""server_time_local"": ""2026-07-12T20:13:19.430346-04:00""}"
